Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n2604,3,10,3,7,9
n3934,2,8,2,3,13
n3931,2,5,2,2,3
n3932,2,3,1,1,4
n2601,2,7,3,7,10
n2600,2,6,1,2,12
n3930,2,3,1,1,4
n2607,2,6,3,7,15
n3939,4,10,2,2,3
n2606,2,6,1,2,17
n2609,2,6,3,5,14
n2608,2,6,1,2,24
n3938,4,10,2,2,3
n6197,1,1,2,3,8
n6196,1,1,2,3,8
n6195,1,1,2,3,8
n6194,1,1,2,3,8
n6193,1,1,2,4,8
n6192,1,1,2,4,8
n6191,1,1,2,5,8
n6190,1,1,2,14,8
n6199,1,1,2,3,8
n6198,1,1,2,4,8
n3924,2,5,2,2,3
n3925,2,3,1,1,4
n3922,3,5,1,1,37
n3923,3,5,1,1,12
n3920,3,5,1,1,39
n3921,3,5,1,2,39
n3928,2,3,1,1,4
n3929,2,5,2,2,3
n3926,3,12,4,8,2
n3927,2,5,2,2,3
g16955,4,8,5,13,32
n3950,2,8,6,10,11
n2625,2,5,1,2,15
n3957,2,3,4,4,8
n2624,2,3,2,4,19
n3958,3,5,1,1,17
n2627,3,7,1,1,21
n3955,3,5,1,1,15
n2626,2,4,3,6,18
n3956,3,5,1,1,12
n2621,2,5,1,2,15
n3953,2,8,5,9,16
n2620,2,3,2,4,13
n3954,3,5,1,1,17
n2623,3,7,1,1,21
n3951,2,3,4,4,8
n2622,2,5,3,6,12
n3952,3,5,1,1,17
g608,4,10,3,8,20
g604,4,10,2,7,19
n2629,2,5,4,4,14
n2628,2,5,1,2,15
n3959,3,5,1,1,17
n2614,3,7,1,1,2
n3946,2,3,1,1,16
n2613,2,5,4,4,14
n3947,2,8,6,11,14
n2616,2,4,2,4,17
n3944,2,3,1,1,18
n2615,2,3,10,25,5
n3945,2,8,6,11,16
n2610,2,3,2,4,21
n3942,2,6,2,4,15
n3943,2,6,2,2,17
n2612,2,5,3,6,20
n3940,2,6,1,2,8
n2611,2,5,1,2,15
n3941,2,6,1,2,17
n2618,3,11,3,6,16
n2617,2,5,1,2,15
n3948,2,6,2,2,12
n2619,3,7,1,1,21
n3949,2,3,1,1,13
g622,4,10,4,10,23
g13068,4,8,5,14,10
n3971,2,3,1,1,13
n3972,2,5,2,2,12
n1310,1,2,3,4,8
n2641,3,10,1,1,20
n2640,4,15,1,2,21
n3970,2,5,2,2,12
n1316,1,2,1,1,12
n2647,2,6,3,6,35
n3979,2,3,1,2,16
n1315,1,2,1,1,28
n2646,2,6,1,2,37
n1318,1,2,3,5,10
n2649,2,6,3,6,17
n3977,2,3,1,1,18
n1317,1,2,1,1,31
n2648,2,6,1,2,19
n3978,2,8,6,11,16
n1312,1,3,1,1,9
n2643,3,10,1,1,19
n3975,2,3,1,1,13
n1311,1,3,2,2,24
n2642,3,12,3,3,19
n3976,2,6,2,2,17
n1314,1,2,1,1,28
n2645,4,16,3,3,15
n3973,2,3,1,1,13
n1313,1,2,3,10,7
n2644,2,8,2,2,18
n3974,2,5,2,2,12
g626,4,10,2,14,24
n1319,1,3,2,3,15
n3960,3,5,1,1,15
n3961,3,5,1,1,12
n2630,3,7,1,1,21
n1305,1,2,3,6,17
n2636,3,7,1,1,21
n3968,2,3,1,1,13
n1304,1,2,2,3,8
n2635,2,5,1,2,15
n3969,3,12,4,8,11
n1307,1,3,2,3,6
n2638,2,5,1,2,15
n3966,3,5,1,1,12
n1306,1,2,2,5,15
n2637,2,8,3,7,11
n3967,2,5,2,2,12
n1301,1,2,3,6,27
n2632,2,8,3,7,11
n3964,3,5,1,1,17
n1300,1,2,6,30,5
n2631,3,10,5,20,19
n3965,3,5,1,1,15
n1303,1,3,2,3,6
n2634,3,7,1,1,2
n3962,2,3,4,4,8
n1302,1,2,2,5,25
n2633,2,5,1,2,15
n3963,3,5,1,1,17
g617,4,10,3,5,19
n1309,1,4,6,9,5
n1308,1,2,2,3,8
n2639,3,7,1,1,21
g613,4,10,2,6,21
g3288,4,8,4,10,14
n1330,1,2,1,1,17
n2661,2,6,2,2,6
n3993,3,5,1,1,15
g13085,4,8,5,13,4
n2660,4,10,1,2,11
n3994,3,5,1,1,12
n1332,1,2,1,1,12
n2663,3,9,2,3,19
n3991,3,5,1,1,17
n1331,1,2,1,1,17
n2662,3,7,1,1,7
n3992,3,5,1,1,17
n3990,2,3,4,4,8
n1338,1,2,1,1,37
n2669,3,9,4,11,5
n1337,1,2,3,10,7
n2668,3,6,8,21,3
n3999,3,5,1,1,12
n1339,1,2,1,1,37
n1334,1,2,3,4,10
n2665,2,5,2,2,6
n3997,3,5,1,1,17
n1333,1,2,1,1,20
n2664,4,10,1,2,11
n3998,3,5,1,1,15
n1336,1,3,1,1,9
n2667,2,2,2,4,22
n3995,2,3,4,4,8
n1335,1,3,2,2,51
n2666,3,7,1,1,7
n3996,3,5,1,1,17
g645,4,8,5,8,8
n2650,4,10,1,2,11
n3982,2,3,1,1,13
n3983,2,8,6,10,11
g13099,4,8,6,14,33
n1321,1,2,3,10,7
n2652,3,7,1,1,7
n3980,2,8,6,11,14
n1320,1,3,1,1,9
n2651,2,5,2,2,6
n3981,2,6,2,2,12
n1327,1,3,2,2,15
n2658,3,7,1,1,7
n1326,1,2,3,4,10
n2657,2,5,2,2,6
n1329,1,2,3,10,7
n3988,3,5,1,1,15
n1328,1,3,1,1,9
n2659,2,2,2,3,22
n3989,3,5,1,1,12
n1323,1,2,1,1,13
n2654,3,11,5,13,5
n3986,2,8,5,9,16
n1322,1,2,1,1,13
n2653,2,5,4,4,14
n3987,3,5,1,1,17
n1325,1,2,1,1,16
n2656,4,10,1,2,11
n3984,2,3,4,4,8
n1324,1,2,1,1,12
n2655,2,2,2,3,17
n3985,3,5,1,1,17
test_so3,4,8,4,7,11
g3263,4,10,4,7,9
test_so4,4,10,2,3,12
g4593,4,8,5,8,38
test_so1,4,10,4,5,3
test_so2,4,10,1,2,33
test_so7,4,8,5,14,41
test_so8,4,7,5,9,10
g661,4,8,6,11,14
test_so5,4,10,3,3,10
test_so6,4,10,3,3,17
n1352,1,2,1,1,28
n2683,3,7,1,1,7
n1351,1,5,2,6,6
n2682,2,6,2,2,6
n1354,1,2,1,1,12
n2685,4,10,1,2,11
n1353,1,2,1,1,28
n2684,3,9,2,3,29
n1350,1,2,1,1,18
n2681,4,10,1,2,11
n2680,2,2,2,3,32
n1359,1,3,1,1,9
n1356,1,2,5,8,8
n2687,3,7,1,1,7
n1355,1,2,1,1,31
n2686,2,5,2,2,6
n1358,1,3,2,2,16
n2689,3,9,4,11,5
n1357,1,2,3,4,8
n2688,2,2,2,4,32
test_so9,4,6,3,6,4
g667,4,8,5,10,14
g13039,4,8,5,14,2
g655,4,8,7,8,10
g650,4,10,6,12,8
n1341,1,2,1,1,40
n2672,2,5,2,2,6
n1340,1,2,1,1,12
n2671,4,10,1,2,11
n1343,1,2,1,1,18
n2674,2,5,4,4,13
n1342,1,3,4,16,4
n2673,3,7,1,1,7
n2670,2,7,2,7,9
n1349,1,3,2,2,17
n1348,1,2,3,4,8
n2679,3,7,1,1,7
n1345,1,2,1,1,14
n2676,2,2,2,3,7
n1344,1,2,1,1,18
n2675,3,11,5,13,5
n1347,1,2,4,8,8
n2678,2,5,2,2,6
n1346,1,2,1,1,14
n2677,4,10,1,2,11
g4572,4,6,4,7,16
g13049,4,8,5,16,28
g4571,4,8,3,10,18
g686,4,10,5,11,12
g4570,4,8,2,8,17
g4575,4,7,4,15,13
g3243,4,10,5,9,10
g681,4,8,6,10,10
n1374,1,2,5,8,8
n1373,1,2,1,1,19
g4578,4,7,3,8,18
g3247,4,10,5,14,10
n1376,1,3,2,2,5
n1375,1,2,3,4,6
n1370,1,2,1,1,16
n1372,1,2,1,1,12
n1371,1,2,1,1,16
n1378,1,5,2,6,6
n1377,1,3,1,1,9
n1379,1,3,1,2,6
Tj_TriggerIN2,4,8,1,2,6
Tj_TriggerIN3,4,10,1,0,10
Tj_TriggerIN1,4,10,1,2,13
Tj_TriggerIN6,4,10,1,1,10
g676,4,6,3,7,16
g3251,4,10,4,5,10
Tj_TriggerIN7,4,8,1,1,15
g4581,4,8,5,12,10
Tj_TriggerIN4,4,8,1,0,14
Tj_TriggerIN5,4,10,1,1,14
g3255,4,10,4,8,10
g671,4,8,5,9,16
Tj_TriggerIN8,4,10,1,1,3
g4584,4,8,6,10,36
Tj_TriggerIN9,4,10,1,1,14
n1363,1,2,1,1,12
n2694,4,12,1,2,11
n1362,1,2,1,1,6
n2693,2,7,3,5,13
n1365,1,2,5,8,8
n2696,3,9,1,1,6
n1364,1,2,1,1,9
n2695,2,3,1,1,9
n2690,2,7,2,7,19
n1361,1,2,1,1,6
n2692,2,3,1,1,5
n1360,1,5,2,6,6
n2691,4,12,1,2,11
n1367,1,3,2,2,13
n2698,2,8,1,1,13
n1366,1,2,3,4,10
n2697,3,11,4,4,5
n1369,1,5,2,6,6
n1368,1,3,1,1,9
n2699,2,8,1,1,8
g3100,4,8,4,7,14
g4430,4,8,4,4,10
g3106,4,10,3,10,12
n1277,1,4,7,9,5
g4434,4,6,4,7,15
g4438,4,6,5,10,9
n1279,1,2,2,4,9
n1278,1,3,3,5,4
g33636,4,12,0,0,2
g33620,6,15,2,9,11
g3111,4,8,5,6,32
g33622,6,15,2,7,11
g33621,4,12,2,7,9
g691,4,8,9,16,10
n2595,2,3,3,6,21
n2594,2,6,3,5,16
g3115,4,9,3,10,35
n2597,2,6,1,2,21
n2596,2,6,3,5,20
n2591,2,4,5,10,20
n2590,2,6,2,3,12
g3119,4,8,3,11,37
n2593,2,6,1,2,32
n2592,3,7,3,7,19
n2599,2,7,1,2,14
g19334,4,6,2,13,34
n2598,2,6,3,5,11
g34956,3,10,0,0,26
g33624,6,15,2,9,11
g33623,4,12,2,7,9
g33626,6,15,2,9,11
g33625,4,12,2,7,9
g33627,4,12,2,6,9
n1291,1,2,2,2,20
g34980,2,7,2,4,21
n1290,1,2,2,2,20
g4411,4,4,4,9,1
n1297,1,2,2,4,9
n1296,1,2,2,3,20
n1299,1,3,3,7,5
n1298,1,2,3,7,6
n1293,1,2,2,2,20
n1292,1,2,2,2,20
g4417,4,7,4,15,7
n1295,1,2,2,3,20
n1294,1,2,2,2,20
g33659,3,6,0,0,24
g34970,4,20,5,12,10
g34971,4,19,6,18,4
g5752,4,8,2,5,4
n1280,1,2,3,4,8
g34974,4,20,4,11,10
g34975,4,19,6,13,10
g34972,2,7,0,0,7
n1286,1,2,3,3,8
n1285,1,2,3,3,8
n1288,1,2,16,16,6
g4423,4,8,4,12,7
n1287,1,2,3,3,8
n1282,1,2,3,3,8
n1281,1,2,3,3,8
n1284,1,2,3,3,8
g4427,4,7,3,7,10
n1283,1,2,3,3,8
n1289,1,2,2,2,20
g19357,4,6,2,15,39
g34978,4,19,4,16,4
g34979,4,19,7,19,4
g34976,4,19,5,18,10
g34977,4,19,7,19,4
DFF_829_n1,4,8,1,1,11
g34923,2,5,0,0,7
g34921,2,5,0,0,7
g34927,2,5,0,0,7
g34925,2,5,0,0,7
g4401,4,6,4,12,15
g4405,4,8,3,6,13
1'b0,0,0,57,126,0
g34919,2,5,0,0,7
1'b1,0,0,30,32,0
g34913,2,5,0,0,7
g34911,6,17,1,4,29
g34917,2,5,0,0,7
g34915,2,5,0,0,7
g33611,6,15,2,9,11
g33610,4,8,2,7,13
g5703,4,10,6,17,12
DFF_944_n1,4,8,1,1,10
g33613,6,15,2,9,11
g33612,4,12,2,7,9
g33615,5,13,1,5,21
g33614,4,12,2,7,9
g33617,4,10,1,2,16
g33616,4,10,1,3,12
g33619,4,12,2,6,9
g33618,6,15,2,9,11
g33600,3,10,2,11,48
g33609,6,15,2,8,11
g33602,6,14,2,11,36
g33601,5,15,2,11,33
g33604,4,11,2,3,14
g33603,4,11,1,4,11
g33606,4,8,2,6,54
g33605,5,17,2,4,52
g33608,5,14,1,7,12
g33607,5,14,2,6,6
g18096,1,1,2,3,2
g18095,1,1,2,2,2
g18094,1,1,2,2,2
g18092,1,1,0,0,2
n6106,1,1,14,20,9
n6105,1,1,14,16,9
n6104,1,1,14,17,9
n6103,1,1,14,15,9
n6102,1,1,14,21,9
g18099,1,1,1,2,2
n6101,1,1,14,23,9
g18098,1,1,1,2,2
n6100,1,1,14,24,9
g18097,1,1,0,0,2
n6109,1,1,14,17,9
n6108,1,1,14,24,9
n6107,1,1,14,23,9
n6120,1,1,14,16,9
n6128,1,1,14,18,9
n6127,1,1,14,22,9
n6126,1,1,14,20,9
n6125,1,1,14,24,9
n6124,1,1,14,24,9
n6123,1,1,14,20,9
n6122,1,1,14,21,9
n6121,1,1,14,20,9
n6129,1,1,14,21,9
g9251,4,6,5,11,11
n6117,1,1,14,14,9
n6116,1,1,14,14,9
n6115,1,1,14,16,9
n6114,1,1,14,16,9
n6113,1,1,14,15,9
n6112,1,1,14,15,9
n6111,1,1,14,14,9
n6110,1,1,14,17,9
g21698,1,1,0,0,2
n6119,1,1,14,17,9
n6118,1,1,14,15,9
n6142,1,1,15,30,9
n6141,1,1,15,30,9
n6140,1,1,15,26,9
n6149,1,1,2,3,8
n6148,1,1,2,5,8
n6147,1,1,2,2,8
n6146,1,1,4,8,7
n6145,1,1,15,56,9
n6144,1,1,15,46,9
n6143,1,1,15,29,9
n6131,1,1,14,27,9
n6130,1,1,14,24,9
n6139,1,1,14,14,9
n6138,1,1,14,15,9
n6137,1,1,14,17,9
n6136,1,1,14,17,9
n6135,1,1,14,27,9
n6134,1,1,14,27,9
n6133,1,1,14,26,9
n6132,1,1,14,23,9
n6043,1,1,5,6,7
n6042,1,1,5,5,7
n6041,1,1,5,5,7
n6040,1,1,5,5,7
n6049,1,1,2,10,6
n6048,1,1,2,7,6
n6047,1,1,5,10,7
n6046,1,1,5,7,7
n6045,1,1,5,5,7
n6044,1,1,5,5,7
n6032,1,1,5,17,7
n6031,1,1,5,17,7
n6030,1,1,5,17,7
test_se,0,0,1947,6873,0
n6039,1,1,5,5,7
n6038,1,1,5,6,7
n6037,1,1,5,6,7
n6036,1,1,5,5,7
n6035,1,1,5,5,7
n6034,1,1,5,17,7
n6033,1,1,5,17,7
n6065,1,1,10,17,9
n6064,1,1,10,16,9
n6063,1,1,10,20,9
n6062,1,2,2,4,5
n6061,1,2,2,4,5
n6060,1,2,2,4,5
g14451,4,8,6,17,22
n6069,1,1,10,28,9
n6068,1,1,10,24,9
n6067,1,1,10,34,9
n6066,1,1,10,23,9
n6054,1,1,2,10,6
n6053,1,1,2,10,6
n6052,1,1,2,10,6
n6051,1,1,2,10,6
n6050,1,1,2,10,6
n6059,1,2,2,4,5
n6058,1,2,2,4,5
n6057,1,1,2,10,6
n6056,1,1,2,10,6
n6055,1,1,2,10,6
g25114,0,0,0,0,0
n6087,1,1,14,27,9
n6086,1,1,14,26,9
n6085,1,1,14,27,9
n6084,1,1,14,17,9
n6083,1,1,10,31,9
n6082,1,1,11,65,9
n6081,1,1,11,40,9
n6080,1,1,10,30,9
n6089,1,1,14,15,9
n6088,1,1,14,27,9
n3814,2,3,4,4,8
n3815,3,5,1,1,24
n3812,3,5,1,1,22
n3813,3,5,1,1,12
n3810,2,8,5,9,23
n3811,3,5,1,1,24
n6090,1,1,14,17,9
g703,4,9,8,16,12
n3818,3,5,1,1,12
n3819,2,3,4,4,8
n3816,3,5,1,1,24
n3817,3,5,1,1,22
n6076,1,1,10,10,9
n6075,1,1,10,10,9
n6074,1,1,10,10,9
n6073,1,1,10,10,9
n6072,1,1,10,10,9
n6071,1,1,10,10,9
n6070,1,1,10,11,9
n6079,1,1,10,22,9
n6078,1,1,10,22,9
n6077,1,1,10,20,9
n3803,2,3,1,1,23
n3804,2,8,6,11,21
n3801,2,3,1,1,25
n3802,2,8,6,11,23
n3800,2,6,2,2,24
n3809,3,5,1,1,24
n3807,2,8,6,10,11
n3808,2,3,4,4,8
n3805,2,6,2,2,12
n3806,2,3,1,1,13
n2504,4,4,1,1,6
n3836,2,8,6,11,7
n2503,5,10,1,2,17
n3837,2,3,1,1,7
n2506,2,6,1,2,39
n3834,2,6,2,2,8
n2505,2,5,1,1,11
n3835,2,3,1,1,9
n2500,4,5,1,2,6
n3832,2,3,1,1,13
n3833,2,7,4,12,6
n2502,2,5,1,1,15
n3830,2,3,1,1,13
n3831,2,5,2,2,12
g728,4,8,4,10,16
n2508,2,6,1,2,21
n2507,2,6,3,6,37
g723,4,6,4,12,35
n3838,2,8,6,11,5
n2509,2,6,3,6,19
n3839,2,6,2,2,12
n6098,1,1,14,26,9
n6097,1,1,14,25,9
n6096,1,1,14,19,9
n6095,1,1,14,20,9
n6094,1,1,14,22,9
n6093,1,1,14,16,9
n6092,1,1,14,20,9
g14421,4,8,6,15,27
n6091,1,1,14,19,9
n6099,1,1,14,27,9
n3825,2,3,1,1,13
n3826,3,12,4,8,11
n3823,3,5,1,1,12
n3824,2,5,2,2,12
n3821,3,5,1,1,24
n3822,3,5,1,1,22
n3820,3,5,1,1,24
g718,4,8,7,11,12
n3829,2,5,2,2,12
n3827,2,5,2,2,12
n3828,2,3,1,1,13
g3187,4,10,5,14,5
n3850,3,5,1,1,8
n3851,3,5,1,1,6
n3858,2,5,2,3,12
n2525,2,5,2,4,5
n3859,2,3,1,2,13
n2528,3,11,6,22,13
n3856,3,5,1,1,6
n2527,2,6,2,10,7
n3857,3,5,1,1,12
g25167,0,0,0,0,0
n2522,2,2,6,10,10
n3854,3,5,1,1,8
n2521,2,2,6,11,10
n3855,3,5,1,1,8
n2524,2,1,5,10,1
n3852,3,5,1,1,12
n2523,2,2,6,10,10
n3853,2,3,4,4,8
n2529,2,1,5,10,1
g3191,4,10,4,7,5
g744,4,10,3,7,32
g732,4,9,2,7,21
g3199,4,10,5,5,5
n3840,2,3,1,1,13
n2515,2,6,2,1,24
n3847,3,5,1,1,12
n2514,5,10,1,1,22
n3848,2,3,4,4,8
n3845,3,5,1,1,8
n2516,2,1,7,14,1
n3846,3,5,1,1,6
n3843,3,5,1,1,8
n2510,5,10,1,2,28
n3844,2,8,5,9,7
n2513,5,10,1,1,14
n3841,2,8,6,10,11
n2512,5,10,1,2,16
n3842,2,3,4,4,8
g736,4,8,3,7,27
n2519,2,1,7,14,1
n2518,2,2,7,11,10
n3849,3,5,1,1,8
g4495,4,7,2,6,19
g763,4,10,2,6,35
g4492,4,8,4,9,4
g3161,4,6,6,30,1
g3167,4,8,5,17,3
g4498,4,7,3,11,14
n2540,2,2,3,4,6
n3872,2,6,2,2,12
n3873,2,3,1,1,13
n3870,2,3,1,1,16
n3871,2,8,6,11,14
n2548,2,6,1,7,7
n2547,2,6,1,7,7
n3878,3,5,1,1,17
n2549,4,2,10,23,1
n3879,3,5,1,1,15
n2544,2,4,1,2,15
n3876,3,5,1,1,17
n2543,2,4,1,2,1
n3877,2,8,5,9,16
n2546,3,9,5,8,7
n3874,2,8,6,10,11
n2545,2,6,2,4,7
n3875,2,3,4,4,8
g3171,4,8,7,20,11
g767,4,10,3,6,36
g753,4,8,5,9,23
g3179,4,6,5,24,11
n3861,2,5,2,2,12
n3862,2,3,1,1,13
n2531,3,11,6,27,6
n3860,3,12,4,8,11
n2537,2,1,6,8,1
n3869,2,8,6,11,16
n2536,2,6,1,4,7
n3867,2,6,2,2,17
n2538,2,1,7,8,1
n3868,2,3,1,1,18
n2533,2,1,3,6,1
n3865,2,5,2,2,12
n2532,2,2,4,8,6
n3866,2,3,1,1,13
n2535,2,2,5,9,6
n3863,2,5,2,2,12
n2534,2,2,5,9,6
n3864,2,3,1,1,13
g758,4,10,3,9,34
g4473,4,8,7,14,12
g785,4,10,3,8,40
g4477,4,4,2,5,12
g781,4,10,4,7,39
g3143,4,9,2,7,7
n2562,2,6,1,1,12
n3894,2,5,2,2,12
n2561,2,6,2,2,11
n3895,2,3,1,1,13
n2564,3,7,1,1,11
n3892,2,3,1,1,13
g3147,4,8,2,7,30
n2563,2,8,3,4,10
n3893,3,12,4,8,11
n3890,3,5,1,1,12
n3891,2,5,2,2,12
n2560,2,5,4,7,6
n2569,2,3,4,5,7
n2566,2,6,1,1,13
n3898,2,5,2,2,12
n2565,2,8,1,1,10
n3899,2,3,1,1,13
n2568,2,4,1,1,7
n3896,2,5,2,2,12
n2567,2,6,1,1,10
n3897,2,3,1,1,13
g4480,4,7,3,5,15
g776,4,10,3,11,38
g4483,4,8,3,6,2
g3151,4,8,2,5,3
g772,4,10,2,7,37
g3155,4,7,3,15,11
n2551,2,4,1,2,1
n3883,3,5,1,1,17
n2550,3,9,1,5,7
n3884,3,5,1,1,15
n2553,2,6,1,2,38
n3881,2,3,4,4,8
g4489,4,8,4,8,4
n2552,2,6,3,21,7
n3882,3,5,1,1,17
n3880,3,5,1,1,12
n2559,2,3,4,5,7
n2558,2,4,1,1,7
n3889,3,5,1,1,15
n2555,2,6,1,2,20
n3887,3,5,1,1,17
n2554,2,6,3,6,36
n3888,3,5,1,1,17
n3885,3,5,1,1,12
n2556,2,6,3,6,18
n3886,2,3,4,4,8
g4455,4,8,2,6,11
g4459,4,6,3,5,11
n2584,3,9,1,2,17
n2583,3,12,2,4,12
n2586,3,9,2,3,10
g3125,4,4,2,7,39
n2585,3,8,1,2,20
n2580,2,5,1,2,14
n2582,3,6,4,9,4
g3129,4,8,3,8,32
n2581,2,7,1,1,13
n2588,3,7,2,3,8
n2587,2,2,3,6,7
n2589,2,7,1,2,21
g4462,4,8,4,9,8
g794,4,10,3,6,42
g3133,4,8,2,6,34
g3139,4,4,2,6,36
g790,4,10,2,7,41
n2573,2,8,3,4,10
n2572,2,6,1,1,12
n2575,2,8,1,1,10
n2574,3,7,1,1,21
n2571,2,6,2,2,11
n2570,2,5,4,7,6
n2577,2,6,1,1,10
n2576,2,6,1,1,13
n2579,2,7,2,4,5
n2578,3,7,1,2,12
g2130,4,8,8,22,3
g4793,4,8,5,13,4
g3462,4,8,6,10,35
g2138,4,10,5,13,3
g3466,4,5,3,11,1
g32429,0,0,0,0,0
g3470,4,8,2,7,3
g3476,4,4,3,8,5
g2145,4,6,5,10,3
g2112,4,9,4,7,7
g4771,4,8,4,7,12
g2116,4,8,4,7,9
g4776,4,10,7,20,24
g2122,4,8,3,12,11
g4785,4,10,5,15,29
g3451,4,8,3,8,18
g2126,4,8,2,6,22
n6403,1,1,3,3,8
n6402,1,1,3,3,8
g4754,4,8,3,7,10
n6401,1,1,3,3,8
n6400,1,1,3,3,8
g21727,2,5,0,0,9
n6409,1,1,3,4,8
n6408,1,1,3,3,8
n6407,1,1,3,3,8
n6406,1,1,3,3,8
n6405,1,1,3,3,8
n6404,1,1,3,3,8
g4760,4,8,3,11,12
g2102,4,8,2,12,13
g4765,4,4,2,5,9
g2108,4,8,2,7,15
DFF_1012_n1,4,8,1,1,5
n6425,1,1,2,6,7
n6424,1,1,2,6,7
g4732,4,10,4,8,2
g3401,4,8,2,4,20
n6423,1,1,2,6,7
n6422,1,1,2,6,7
n6421,1,1,2,6,5
g4737,4,10,4,6,3
n6420,1,1,2,6,5
n6429,1,1,2,6,7
n6428,1,1,2,6,7
n6427,1,1,2,6,7
n6426,1,1,2,6,7
n6414,1,1,3,3,6
n6413,1,1,3,3,8
g4743,4,8,2,6,10
n6412,1,1,3,3,8
g18101,1,1,0,0,2
n6411,1,1,3,3,8
g18100,1,1,0,0,2
n6410,1,1,3,4,8
n6419,1,1,2,3,6
n6418,1,1,3,5,6
n6417,1,1,3,3,6
n6416,1,1,3,3,6
n6415,1,1,3,4,6
n5115,2,7,1,1,9
n6447,1,1,2,6,7
n5116,3,6,2,4,14
n6446,1,1,2,6,7
n5113,4,14,1,2,11
n6445,1,1,2,6,7
n5114,3,10,1,1,27
n6444,1,1,2,6,7
n5111,2,5,1,1,14
n6443,1,1,2,6,7
n5112,2,6,1,2,11
n6442,1,1,2,6,7
n6441,1,1,2,6,7
n5110,2,4,3,8,9
n6440,1,1,2,6,7
g4717,4,10,4,10,2
n5119,2,3,2,3,21
n5117,3,7,1,2,16
n6449,1,1,2,6,7
n5118,3,11,1,2,14
n6448,1,1,2,6,7
n5104,3,9,2,3,27
n6436,1,1,2,6,7
g4722,4,10,4,10,2
n5105,2,7,1,2,28
n6435,1,1,2,6,7
n5102,2,3,3,7,16
n6434,1,1,2,6,7
n5103,2,5,1,2,19
n6433,1,1,2,6,7
g4727,4,8,4,11,2
n5100,3,8,1,1,33
n6432,1,1,2,6,7
n5101,4,12,1,2,11
n6431,1,1,2,6,7
n6430,1,1,2,6,7
n5109,3,10,1,3,21
n6439,1,1,2,6,7
n5106,3,10,1,2,26
n6438,1,1,2,6,7
n5107,2,8,1,2,29
n6437,1,1,2,6,7
n6461,1,1,2,6,7
n5130,2,8,2,2,33
n6460,1,1,2,6,7
n5137,5,20,1,2,16
n6469,1,1,2,6,7
n5138,2,8,2,2,31
n6468,1,1,2,6,7
n5135,4,13,1,1,27
n6467,1,1,2,6,7
n5136,5,20,1,2,16
n6466,1,1,2,6,7
n5133,2,3,1,1,34
n6465,1,1,2,6,7
n5134,2,6,1,0,12
n6464,1,1,2,6,7
n5131,2,8,2,3,2
n6463,1,1,2,6,7
n5132,2,6,1,1,32
n6462,1,1,2,6,7
n5139,2,6,1,1,12
n6450,1,1,2,6,7
n5126,2,8,1,2,32
n6458,1,1,2,6,7
n5127,4,16,1,2,30
n6457,1,1,2,6,7
n5124,3,10,1,2,17
n6456,1,1,2,6,7
n5125,2,8,2,3,17
n6455,1,1,2,6,7
n5122,3,7,1,2,19
n6454,1,1,2,6,7
g4704,4,8,3,14,12
n5123,2,7,1,1,15
n6453,1,1,3,8,7
n5120,2,3,4,11,9
n6452,1,1,2,6,7
n5121,2,5,3,8,19
n6451,1,1,2,6,7
g4709,4,10,3,13,4
n5128,4,16,1,2,31
n5129,4,9,1,2,34
n6459,1,1,2,6,7
n5151,2,8,1,2,7
n6483,1,1,2,6,7
n5152,5,17,1,2,11
n6482,1,1,2,6,7
n6481,1,1,2,6,7
n5150,4,16,2,3,7
n6480,1,1,2,6,7
g8277,4,8,2,5,35
g8279,4,6,2,7,17
n5159,2,6,1,1,12
n5157,5,17,1,2,44
n6489,1,1,2,6,7
n5158,2,8,2,2,24
n6488,1,1,2,6,7
n5155,4,16,2,3,25
n6487,1,1,2,6,7
n5156,2,8,1,2,35
n6486,1,1,2,6,7
n5153,2,8,2,2,26
n6485,1,1,2,6,7
n5154,2,6,1,1,12
n6484,1,1,2,6,7
g8283,4,8,3,9,5
n5140,4,16,2,3,30
n6472,1,1,2,6,7
n5141,2,8,1,2,40
n6471,1,1,2,6,7
n6470,1,1,2,6,7
g32454,0,0,0,0,0
n5148,2,8,2,2,8
n5149,2,6,1,1,12
n6479,1,1,2,6,7
n5146,2,8,1,2,11
n6478,1,1,2,6,7
n5147,5,17,1,2,2
n6477,1,1,2,6,7
n5144,2,6,1,1,10
n6476,1,1,2,6,7
n5145,4,16,2,3,5
n6475,1,1,2,6,7
n5142,5,17,1,2,16
n6474,1,1,2,6,7
n5143,2,8,2,2,6
n6473,1,1,2,6,7
g8291,4,8,2,6,3
n5173,3,7,2,3,8
n5174,2,8,1,1,10
n5171,2,4,1,2,6
n5172,3,12,1,1,5
n5170,3,8,1,2,9
n5179,4,16,1,1,8
n5177,2,8,1,1,10
n5178,4,16,1,1,9
n5175,4,16,2,2,9
n5176,4,14,1,1,9
n2900,4,10,1,2,7
n2902,4,10,1,2,7
n2901,2,6,2,2,11
n2908,2,8,1,2,38
n2907,2,7,4,8,3
n2909,2,4,1,1,23
n2904,4,11,1,2,7
n2903,2,6,2,2,15
n2906,2,2,4,15,7
n2905,3,10,2,2,8
n5162,5,17,1,2,12
n6494,1,1,2,6,7
n5163,2,8,1,1,24
n6493,1,1,2,6,7
