Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
n3737,2,4,1,1,5,0,1
n2404,2,3,15,28,28,0,2
n3738,2,7,1,1,5,1,2
n2407,3,11,1,1,5,1,5
n3735,2,6,1,2,35,2,3
n2406,2,8,1,1,6,0,5
n3736,2,6,3,6,33,2,3
n2401,3,10,1,3,6,0,0
n3733,2,7,1,1,56,1,2
n2400,3,7,1,3,11,0,0
n3734,3,10,3,5,55,1,4
n2403,2,5,1,1,11,0,0
n3731,5,12,1,2,13,1,6
n2402,2,5,1,1,5,0,0
n3732,2,4,1,1,56,0,1
n2409,3,10,1,1,4,2,2
n2408,5,17,1,1,5,4,4
Tj_OUT5,2,8,1,1,15,2,2
n3739,3,10,3,5,4,1,3
n3726,3,3,1,2,2,0,0
n3727,3,9,1,2,7,2,2
n3724,2,6,2,2,3,0,2
n3725,2,5,1,1,13,1,1
n3722,3,8,2,3,21,1,4
n3723,2,5,1,1,8,1,2
n3720,3,8,2,3,21,1,4
n3721,3,8,2,3,23,1,4
n3728,2,6,1,2,11,1,2
n3729,2,6,3,4,16,1,2
g401,4,8,4,8,16,1,3
g4372,4,8,2,8,9,1,2
g4375,4,7,6,11,12,1,3
n3751,4,10,1,0,22,0,3
n3752,4,10,1,0,13,0,3
n2421,2,3,16,31,8,0,2
n2420,2,6,1,2,24,2,3
n3750,3,10,2,5,20,1,1
n2427,2,6,3,6,21,2,3
n3759,2,4,1,1,22,0,2
n2426,2,6,1,2,23,2,3
n2429,4,12,1,1,2,1,3
n3757,3,6,2,5,20,0,3
n2428,4,18,2,2,42,2,2
n3758,2,5,3,4,19,1,1
n2423,2,6,3,5,22,2,3
n3755,3,8,1,1,33,0,0
n2422,2,6,2,3,23,2,3
n3756,4,8,1,1,20,0,3
n2425,2,6,3,6,39,2,3
n3753,4,9,1,1,12,0,3
n2424,2,6,1,2,41,2,3
n3754,3,7,1,1,12,0,2
g3050,4,8,2,6,16,1,2
g405,4,8,6,11,14,1,4
g4382,4,8,3,7,5,1,2
g4388,4,8,4,8,3,1,4
n3740,2,6,1,2,29,2,3
n3741,2,6,3,6,27,2,3
n2410,4,13,1,1,6,2,6
n2416,2,2,8,12,2,0,0
n3748,3,12,2,3,30,1,3
n2415,2,5,1,1,12,1,1
n3749,2,7,1,2,22,1,2
n2418,2,6,1,2,42,2,3
n3746,3,8,1,1,21,1,2
n2417,2,4,3,4,3,0,0
n3747,2,8,1,1,34,2,2
n2412,3,12,1,1,24,3,4
n3744,2,6,1,2,14,2,2
n2411,2,8,1,1,5,1,3
n3745,2,6,3,6,12,2,3
n2414,3,7,1,1,3,1,1
n3742,2,6,1,2,32,2,2
n2413,4,13,1,1,4,2,4
n3743,3,9,3,6,30,1,5
g4392,4,7,5,11,9,1,2
n2419,2,6,3,6,40,2,3
g424,4,8,6,9,20,1,3
g5685,4,8,5,13,32,2,3
n2441,2,5,3,2,13,0,4
n3773,2,8,6,10,11,2,2
n2440,4,14,3,2,20,2,7
n3774,2,3,4,4,8,0,2
g4358,4,8,6,17,10,1,2
n2443,5,8,1,1,2,1,2
n3771,2,6,2,2,12,1,3
n2442,4,16,3,2,12,4,4
n3772,2,3,1,1,13,0,1
g5689,4,8,6,15,34,1,1
n3770,2,8,6,11,11,2,2
n2449,2,5,2,3,3,1,1
n2448,2,6,1,1,4,1,1
n3779,3,5,1,1,12,0,4
n3777,3,5,1,1,14,0,4
n2444,2,8,1,1,10,2,2
n3778,3,5,1,1,12,0,4
n2447,2,5,3,2,10,1,1
n3775,3,5,1,1,14,0,4
n2446,5,6,1,2,11,0,2
n3776,2,8,5,9,13,2,2
g429,4,8,4,7,14,1,4
g411,4,10,4,4,18,1,3
g5698,4,7,5,10,11,1,2
g4366,4,6,3,6,7,1,1
g5694,4,8,5,6,36,1,2
n3762,4,8,1,1,4,0,3
n3763,2,4,1,1,3,0,2
g4369,4,8,3,4,10,1,3
n2432,3,9,3,2,20,0,8
n3760,2,5,4,5,19,1,1
n3761,2,5,4,5,21,1,1
n2438,4,6,2,2,19,0,2
n2437,4,9,2,2,37,0,3
n3768,2,8,6,11,13,2,2
n2439,3,9,3,2,19,0,8
n3769,2,3,1,1,13,0,1
n2434,5,10,1,1,6,0,2
n3766,2,6,2,2,14,1,3
n2433,4,14,3,2,15,2,8
n3767,2,3,1,1,15,0,1
n2436,4,15,1,1,38,0,2
n3764,2,5,2,3,31,1,1
n2435,4,14,1,1,14,2,6
n3765,2,3,5,10,4,0,2
g417,4,8,3,10,12,1,3
g446,4,10,6,12,31,1,5
g441,4,8,5,8,14,1,3
g4332,4,10,7,15,34,1,4
n2463,5,10,1,1,18,2,2
n3795,2,5,2,2,12,0,5
n2462,5,7,1,1,11,1,1
n3796,2,3,1,1,13,1,0
n2465,5,7,1,1,16,1,1
n3793,2,5,2,2,12,0,5
n3794,2,3,1,1,13,1,0
n3791,2,3,1,1,13,1,0
n3792,3,12,4,8,11,3,3
n2461,2,5,1,1,15,0,0
n2460,5,11,1,1,20,2,2
n3790,2,5,2,2,12,0,5
n2467,2,8,1,1,16,1,3
n3799,2,7,4,11,6,1,3
n2466,5,7,1,1,21,0,1
n2469,2,8,3,4,8,2,2
n3797,2,5,2,2,12,0,5
n2468,5,10,1,1,12,1,1
n3798,2,3,1,1,13,1,0
g4340,4,8,7,13,23,1,2
n2452,5,6,1,1,4,0,1
n3784,3,5,1,1,12,0,4
n2451,2,8,1,1,10,2,2
n3785,2,3,4,4,8,0,2
n2454,2,6,1,1,11,1,1
n3782,3,5,1,1,14,0,4
n2453,2,3,3,2,3,0,1
n3783,3,5,1,1,12,0,4
n3780,2,3,4,4,8,0,2
n3781,3,5,1,1,14,0,4
n2450,5,5,1,1,2,0,2
n2459,3,10,7,7,7,1,7
n2456,5,6,1,1,12,0,4
n3788,3,5,1,1,12,0,4
n2455,2,3,3,2,10,0,1
n3789,3,5,1,1,12,0,4
n2458,2,8,1,1,6,2,2
n3786,3,5,1,1,14,0,4
n2457,2,8,2,3,11,2,2
n3787,3,5,1,1,14,0,4
g437,4,8,5,8,16,1,3
g30360,4,8,2,6,12,1,2
g30361,4,11,2,5,18,2,2
g30362,4,12,2,4,21,1,3
g30363,4,10,2,3,11,1,2
g30364,4,10,2,5,10,1,2
g30365,4,8,2,5,12,1,2
g30366,4,11,2,5,10,2,2
g460,4,10,3,9,12,1,4
g5527,4,8,5,18,13,1,4
n3696,4,9,1,1,7,1,3
n3697,2,5,2,3,21,1,1
n3694,2,6,1,2,24,0,2
n3695,2,5,1,1,23,1,1
g5523,4,8,4,14,12,1,2
n3692,3,12,3,4,13,3,3
n3693,3,12,2,4,13,3,3
n3690,2,7,1,1,14,1,4
n3691,4,11,1,1,7,1,7
n3698,2,6,3,4,17,1,2
n3699,2,5,1,2,16,1,1
g30367,4,12,2,3,21,1,3
g30368,4,10,2,5,11,1,2
g30369,4,10,2,5,10,1,2
g28030,2,7,0,0,21,0,0
g28051,4,11,1,7,11,2,2
g30350,4,8,2,6,12,1,2
g28050,4,11,1,7,9,2,2
g30351,4,11,2,4,22,2,2
g30352,4,12,2,3,14,1,3
g452,4,8,4,9,14,1,3
g30353,4,10,2,4,11,1,2
g30354,4,10,2,4,2,1,1
g30355,4,8,2,5,4,1,2
n3685,2,7,1,2,20,1,3
n3686,2,6,1,2,23,2,1
n3683,2,6,1,2,15,2,3
n3684,2,6,3,6,13,2,2
n3681,2,6,1,2,33,2,3
g5535,4,8,5,14,15,1,2
n3682,2,7,3,6,31,1,2
n3680,2,8,1,1,15,2,2
n3689,2,6,1,1,15,0,2
g28049,6,16,1,6,5,3,3
n3687,3,8,3,6,21,1,2
n3688,2,7,3,5,14,1,4
g30356,4,11,2,5,21,2,1
g28046,4,11,1,5,10,2,2
g28045,6,15,2,7,11,4,5
g30357,4,12,2,3,21,1,3
g30358,4,10,2,4,11,1,2
g28048,4,10,2,13,9,1,2
g28047,4,11,1,6,9,2,2
g30359,4,10,2,5,10,1,2
g28042,2,3,0,0,5,0,1
g28041,2,4,0,0,11,0,0
g28044,5,9,2,7,4,1,2
g28043,4,10,2,4,17,2,2
g30381,4,11,2,5,20,2,2
g28060,5,10,1,12,9,1,2
g30382,4,12,2,4,21,1,3
g30383,4,10,2,3,11,1,2
g30384,4,10,2,5,10,1,2
g30385,4,8,2,6,12,1,2
g30386,4,11,2,5,56,2,1
g30387,4,12,2,4,21,1,3
g30388,4,9,2,9,14,2,3
g482,4,9,6,12,10,1,1
g5507,4,8,2,8,3,1,2
g5503,4,8,2,2,13,1,2
g30380,4,8,2,5,12,1,1
g28057,6,12,1,7,3,2,3
g30389,3,8,1,3,24,1,1
g28056,6,14,2,6,26,3,5
g28059,6,12,1,7,6,2,3
g28058,6,14,2,5,33,3,5
g28053,5,12,1,4,11,2,2
g28052,4,11,1,6,13,2,2
g28055,6,13,2,6,14,2,5
g28054,4,11,1,4,15,2,2
g30370,4,8,2,6,12,1,2
g479,4,7,3,6,19,1,1
g28071,4,12,1,5,25,2,2
g28070,5,12,2,7,13,2,2
g30371,4,11,2,5,29,2,1
g30372,4,12,2,3,14,1,3
g28073,6,16,1,3,26,3,4
g5511,4,6,5,22,10,1,2
g28072,6,16,1,4,26,3,5
g30373,4,10,2,5,11,1,2
g475,4,10,4,7,12,1,5
g30374,4,10,2,4,10,1,2
g30375,4,8,2,5,12,1,2
g30376,4,11,2,3,20,2,2
g30377,4,12,2,4,21,1,3
g5517,4,8,7,29,10,1,2
g30378,4,10,2,5,11,1,2
g30379,4,10,2,5,10,1,2
g28069,6,18,1,3,30,2,2
g28063,6,18,1,4,36,2,2
g28066,6,18,2,4,2,2,1
g32980,2,5,2,5,18,0,2
g32982,2,7,1,1,15,1,1
g32981,6,14,2,6,30,3,6
g32984,6,14,2,6,37,3,6
g32983,6,15,1,7,6,2,3
g32986,6,15,1,7,57,2,3
g32985,2,7,1,3,4,1,1
g31656,0,0,0,0,0,0,0
g32988,5,13,1,7,13,3,2
g32987,5,12,2,7,9,2,3
g30327,0,0,0,0,0,0,0
g32989,5,14,2,8,12,2,4
g30329,4,8,1,1,11,1,2
g496,4,8,3,6,23,1,1
n2397,4,6,1,1,4,0,0
n2396,2,4,1,1,6,0,1
n2399,3,6,1,3,2,1,1
g490,4,9,5,13,22,1,3
n2398,3,10,2,4,13,1,7
n2393,3,9,3,4,3,0,1
n2395,5,11,1,2,7,1,0
n2394,2,5,1,2,20,1,1
g32975,1,2,3,3,5,0,1
g32977,6,15,2,6,20,2,5
g32976,6,14,2,6,23,3,4
g32979,6,15,2,7,33,4,6
g32978,6,15,2,6,15,4,5
g30340,4,8,1,5,13,1,1
g30341,4,8,1,4,15,1,1
g30342,6,14,2,6,35,3,6
g30343,6,15,1,6,57,3,3
g30344,3,6,2,10,36,0,2
g30345,4,9,2,7,38,1,1
g30346,4,8,1,4,2,1,0
g30347,4,8,1,3,4,1,1
g30348,4,10,2,5,11,1,2
g30349,4,10,2,4,10,1,2
g32991,5,12,2,8,21,2,3
g32990,5,14,2,6,7,2,3
g30330,4,7,0,0,23,1,2
g32993,5,14,2,9,19,2,4
g30331,0,0,0,0,0,0,0
g32992,5,13,2,9,13,3,2
g30332,0,0,0,0,0,0,0
g32995,5,12,2,7,3,2,3
g32994,5,14,2,6,27,2,3
g30333,4,8,1,3,25,1,2
g31665,0,0,0,0,0,0,0
g32997,5,14,2,10,19,2,4
g30334,6,15,2,7,13,4,5
g32996,5,13,1,10,13,3,2
g30335,6,16,2,7,31,3,4
g30336,6,14,2,5,28,3,6
g32999,5,12,2,8,17,2,3
g30337,6,15,1,6,6,3,2
g32998,5,14,2,6,3,2,3
g30338,3,6,2,10,31,0,2
g30339,4,9,2,9,33,1,1
g13865,4,8,2,10,29,2,3
g9048,4,8,5,16,5,2,3
g13881,4,8,1,5,24,2,3
DFF_418_n1,4,8,1,1,9,2,3
g13895,4,8,6,14,19,2,3
g28082,2,6,1,4,8,0,2
g28084,4,10,2,4,11,1,2
g28083,4,10,2,5,11,1,3
g28074,6,15,1,4,26,4,3
g9019,4,8,5,12,3,1,2
g28093,6,18,1,3,11,2,2
g30392,3,8,2,2,22,1,1
g30393,3,9,2,7,10,2,2
g28092,4,8,1,6,25,1,0
g30394,6,14,1,5,4,3,2
g30395,6,14,1,4,4,3,3
g30396,6,14,1,5,4,3,3
g30397,6,14,1,4,4,3,3
g28091,4,8,1,5,27,1,1
g30398,6,15,1,4,9,3,2
g28090,4,10,2,6,11,1,2
g30399,6,15,1,4,9,3,2
g30390,3,8,1,1,24,1,1
g30391,3,8,2,2,22,1,1
g28089,4,10,2,6,11,1,2
g28086,4,10,2,6,11,1,2
g28085,4,10,2,5,11,1,2
g28088,4,10,2,6,11,1,2
g28087,4,10,2,5,11,1,3
g1982,4,8,3,9,17,1,2
g1988,4,8,3,6,19,1,3
g28096,6,18,2,4,9,2,2
g28099,6,18,1,4,35,2,2
g1992,4,4,3,10,4,0,1
g1996,4,3,6,11,10,0,1
g20901,4,8,4,12,21,1,1
n4903,2,5,1,1,43,1,1
n4904,4,8,1,2,9,0,3
n4901,5,10,1,2,43,1,4
n4902,4,10,1,2,49,2,2
g25761,4,8,2,6,9,1,2
g25762,4,11,2,4,41,2,2
n4900,2,5,1,1,40,1,1
g25763,5,17,2,3,15,2,5
g25764,4,11,1,5,4,2,1
n4909,2,6,1,1,42,1,3
n4907,2,6,1,1,13,1,3
n4908,3,8,1,1,42,1,4
n4905,2,8,1,2,11,2,2
n4906,2,6,1,1,13,1,2
g4297,4,4,4,10,1,1,1
g12470,4,8,6,14,29,1,4
n4925,2,5,1,1,35,1,1
n4926,5,10,1,2,38,1,3
n4923,4,10,1,2,44,2,2
n4924,2,8,6,8,42,2,2
n4921,4,14,2,2,2,3,4
n4922,5,10,1,2,35,1,4
n4920,2,6,1,2,43,0,5
n4929,4,8,1,2,9,0,3
n4927,4,10,1,2,44,2,2
n4928,2,5,1,1,38,1,0
n4914,2,5,3,4,49,1,1
n4915,3,9,2,2,49,2,2
n4912,2,4,1,1,50,0,2
n4913,2,7,1,1,50,1,3
n4910,2,7,1,1,46,1,3
n4911,3,11,2,2,26,2,5
n4918,2,6,1,1,16,1,2
n4919,3,12,2,4,28,3,3
n4916,2,7,1,2,31,1,4
n4917,3,8,1,1,13,2,3
g4273,4,8,2,8,11,1,3
n4940,3,9,2,2,44,2,2
n4947,2,7,1,2,15,1,4
n3617,2,8,3,6,15,2,2
n4948,2,6,3,10,15,1,2
n3614,2,4,2,4,9,0,0
n4945,2,4,8,10,12,0,3
n3615,2,5,1,2,20,1,1
n4946,3,12,2,16,11,3,3
n3612,3,7,1,2,11,2,1
n4943,4,16,1,2,13,4,4
n3613,2,4,3,3,19,0,1
n4944,2,4,8,10,12,0,3
n3610,3,6,6,15,17,0,6
n4941,2,7,1,2,25,1,4
n3611,2,4,3,6,18,0,0
n4942,2,5,1,2,9,1,1
g4281,4,8,3,8,11,2,2
g504,4,10,9,24,12,1,3
n3618,3,9,1,2,25,0,2
n4949,2,4,1,2,9,0,2
n3619,4,10,1,1,24,1,3
g4284,4,4,3,14,1,0,1
g17316,4,8,3,10,45,2,3
n3605,2,3,2,2,22,0,3
n4936,3,11,2,2,21,2,5
n3606,3,8,3,5,16,1,3
n4937,2,4,1,1,45,0,2
n3603,2,8,3,4,21,2,2
n4934,2,6,1,1,37,1,3
n3604,2,5,1,1,23,0,1
n4935,2,7,1,1,41,1,3
n3601,4,10,1,1,24,1,2
n4932,2,6,1,1,13,1,3
n3602,4,6,1,1,19,1,2
n4933,3,8,1,1,37,1,4
n4930,2,8,1,2,11,2,2
n3600,3,9,1,2,25,0,2
n4931,2,6,1,1,13,1,2
n3609,2,6,1,1,17,0,1
g4291,4,8,4,8,4,2,2
n3607,2,3,2,4,23,1,0
n4938,2,7,1,1,45,1,2
n3608,2,3,1,1,19,0,0
n4939,2,5,3,4,44,1,1
g4253,4,10,5,15,8,1,3
g5587,4,10,5,7,10,1,4
g5583,4,10,5,10,10,1,4
n3630,2,4,3,4,19,0,2
n4961,2,6,1,2,16,1,3
n3631,2,4,2,5,9,0,0
n4962,2,8,4,6,15,2,2
g17320,4,8,4,15,49,1,4
g4258,4,6,6,10,4,1,2
n4960,3,12,2,4,5,3,5
g29309,4,9,2,4,2,1,1
n3638,4,6,1,1,12,1,2
n4969,2,5,1,1,18,1,1
DFF_178_n1,4,6,1,5,4,2,1
n2305,1,2,3,3,12,0,2
n3639,2,8,3,4,14,2,2
g29307,4,12,2,5,37,1,3
n3636,3,9,1,2,25,0,2
n4967,2,6,1,1,14,1,3
g29308,4,8,2,5,39,1,2
n2307,1,2,3,4,14,0,2
n3637,4,10,1,1,24,1,2
n4968,2,5,1,2,12,1,2
g29305,5,15,1,4,7,1,5
n3634,2,8,3,6,15,2,2
n4965,5,14,1,1,14,3,3
g29306,4,11,2,5,11,2,2
n3635,2,6,2,13,17,1,3
n4966,2,8,2,2,16,2,2
g29303,4,9,2,5,14,1,2
n2304,1,2,4,4,12,0,2
n3632,2,5,1,2,20,1,1
n4963,4,10,1,1,18,1,4
g29304,6,15,2,5,32,2,2
n2303,1,2,1,1,14,0,2
n4964,2,7,1,1,12,1,4
g29301,4,12,2,4,8,1,3
g29302,4,8,2,6,10,1,2
g528,4,8,4,13,18,1,2
g29300,4,11,2,4,23,2,2
g4264,4,8,6,13,7,1,2
g5599,4,10,5,6,10,1,4
g5595,4,10,4,7,10,1,5
n4950,3,8,1,2,23,1,3
n3620,4,6,1,1,19,1,2
n4951,3,9,1,1,22,2,2
g4269,4,8,4,9,10,1,3
n3627,3,6,6,15,17,0,6
n4958,2,7,1,2,10,1,2
n3628,2,4,3,6,18,0,0
n4959,2,8,2,19,7,2,4
n3625,2,3,1,1,19,0,0
n4956,2,5,1,2,15,1,1
n3626,2,4,1,1,18,0,1
n4957,2,2,2,3,9,0,0
n3623,2,3,2,2,22,0,3
n4954,2,5,2,2,7,0,3
n3624,2,4,2,4,23,2,0
n4955,4,15,3,5,17,3,5
n3621,2,8,3,4,21,2,2
n4952,3,10,1,1,13,2,3
n3622,2,3,1,1,23,0,1
n4953,2,5,3,3,17,1,2
g518,4,8,10,27,16,1,3
n3629,3,7,1,2,11,2,1
g513,4,8,4,9,14,1,3
g5563,4,10,4,9,14,1,3
g4235,4,8,5,8,12,2,3
g4239,4,8,4,10,11,1,3
n3652,2,8,3,6,15,2,2
n4983,4,16,1,3,23,4,3
n3653,3,12,3,15,18,3,2
n4984,4,16,1,3,18,4,3
n3650,2,5,1,2,13,1,1
n4981,4,16,1,3,4,4,3
n4982,2,8,1,3,23,2,2
g5567,4,10,5,7,19,1,4
n4980,4,16,1,3,19,4,4
n3658,2,5,4,4,55,0,1
n4989,2,5,1,2,11,1,1
n3659,3,11,2,4,55,1,3
n3656,2,4,1,1,56,0,1
n4987,3,7,1,2,14,1,2
n3657,2,5,1,1,59,1,1
n4988,4,10,1,2,15,2,2
n4985,4,16,1,3,27,4,4
g546,4,7,4,8,15,1,2
g534,4,7,4,10,19,1,2
g5575,4,10,5,6,10,1,4
g5571,4,6,4,8,1,0,3
g4245,4,10,3,8,8,1,3
n3641,2,3,2,2,15,0,3
n4972,2,5,1,2,5,1,1
n3642,2,3,2,4,23,1,0
n4973,2,5,3,6,5,1,2
n4970,4,13,1,1,8,2,7
n3640,2,4,1,1,16,0,0
n4971,4,16,3,5,5,4,5
g5579,4,10,5,14,10,1,4
n3649,2,4,2,4,9,0,2
n3647,3,7,1,2,11,2,1
n4978,2,8,1,3,8,2,2
n3648,2,4,3,3,12,0,1
n4979,4,16,1,3,8,4,4
n3645,3,11,6,15,10,2,4
n4976,5,20,1,1,8,5,6
n3646,2,4,3,6,11,0,2
n4977,4,16,1,1,5,4,6
n3643,2,3,1,1,12,0,0
n4974,2,2,1,2,7,0,0
n3644,2,5,1,1,20,0,2
n4975,3,13,1,1,6,0,13
g23190,2,8,0,0,12,2,3
g538,4,9,4,10,13,1,3
g5543,4,10,4,8,14,1,4
g562,4,8,6,14,8,1,3
n3674,4,11,1,2,17,2,5
n3675,4,14,1,2,17,2,6
n3672,2,6,1,2,30,2,3
n3673,2,6,3,6,28,2,3
n3670,3,5,1,1,14,0,3
n3671,2,6,3,5,29,2,3
g5547,4,10,5,11,14,1,4
n3678,3,10,1,1,14,2,4
n3679,2,8,1,1,13,2,2
n3676,4,12,3,4,15,1,3
n3677,3,10,1,1,16,2,4
g568,4,10,2,6,11,1,4
g554,4,6,4,6,1,0,5
g5555,4,10,4,7,14,1,4
g550,4,7,4,11,21,1,2
g5551,4,10,4,8,14,1,3
n3663,2,6,1,2,36,2,3
n4994,2,5,1,2,23,1,1
n3664,2,6,3,6,34,2,3
n4995,3,10,1,2,27,2,4
n3661,3,5,1,1,3,0,3
n4992,3,7,1,2,14,1,2
n3662,2,6,3,5,35,2,3
n4993,4,10,1,2,15,2,2
n4990,3,10,1,2,17,2,3
n3660,3,11,3,4,55,1,3
n3669,3,11,3,4,4,1,3
n3667,2,5,4,4,4,0,1
n4998,4,10,1,2,15,2,1
n3668,3,11,2,4,4,1,3
n4999,2,5,1,2,21,1,1
n3665,2,4,1,1,5,0,1
n3666,2,5,1,1,8,1,1
n4997,3,7,1,2,14,1,1
g559,4,8,4,9,6,2,3
n1390,1,2,2,2,4,0,0
g586,4,10,2,6,13,1,5
g3223,4,10,4,8,10,1,4
g34843,4,13,2,11,16,0,4
g4552,4,9,3,7,15,1,2
g582,4,6,3,12,15,0,4
g4558,4,8,3,8,4,1,2
g3227,4,10,5,8,10,1,4
n1396,1,2,3,4,10,0,0
n1395,1,2,3,4,10,0,0
n1398,1,2,3,4,10,0,0
g4555,4,8,3,8,19,2,3
n1397,1,2,3,5,10,0,0
n1392,1,2,3,4,10,0,0
n1391,1,2,3,4,10,0,0
n1394,1,2,3,4,10,0,0
g5889,4,10,4,5,14,1,4
n1393,1,2,3,4,10,0,0
n1399,1,2,5,7,6,0,0
g34849,6,15,2,7,23,4,6
g4561,4,8,4,7,4,1,2
g5893,4,6,4,9,1,0,3
g577,4,6,3,7,14,0,4
g572,4,10,3,11,12,1,5
g3231,4,6,4,5,1,0,3
n1385,1,2,1,1,7,0,0
n1384,1,2,1,1,7,0,0
g4567,4,7,3,5,16,1,1
n1387,1,2,1,1,7,0,0
g3235,4,10,4,4,10,1,4
n1386,1,3,5,8,6,0,2
g5897,4,10,4,7,14,1,3
n1381,1,3,5,8,6,0,2
n1380,1,2,1,1,7,0,0
n1383,1,2,1,1,7,0,0
g3239,4,10,4,10,10,1,4
n1382,1,2,1,1,7,0,0
n1389,1,2,1,1,7,0,0
n1388,1,2,1,1,7,0,0
g34839,0,0,0,0,0,0,0
g5863,4,8,7,32,10,1,2
g4531,4,8,2,6,12,1,2
g33534,6,14,2,6,24,3,5
g33533,0,0,0,0,0,0,0
g5869,4,8,5,17,12,1,2
g3203,4,10,5,13,17,1,2
g3207,4,10,4,6,5,1,4
g33536,3,7,1,5,26,2,3
g33535,6,14,2,5,21,3,5
g33538,6,15,2,7,16,4,5
g33537,4,9,1,4,28,2,4
g33539,6,15,2,6,34,4,6
g34850,6,15,2,7,41,4,6
g599,4,10,4,8,18,1,6
g5873,4,8,6,21,4,1,2
g595,4,6,3,12,17,0,4
g3211,4,10,4,8,15,1,3
g4540,4,7,2,5,10,1,1
g3215,4,10,4,8,10,1,4
g590,4,10,2,8,16,1,5
g3219,4,10,4,8,10,1,4
g5841,4,8,3,9,19,1,2
g4512,4,9,3,9,15,1,2
g5849,4,8,2,7,13,1,2
g4515,4,8,4,7,11,1,2
g34808,4,10,1,6,4,1,2
g4519,4,4,3,9,1,0,1
g34802,3,10,1,5,6,1,1
g34803,3,10,1,6,8,1,1
g34800,3,10,1,3,18,1,3
g34801,3,10,1,5,4,1,1
g34806,3,10,1,5,10,1,2
g34807,3,10,1,5,2,1,0
g34804,3,10,2,6,6,1,1
g34805,5,10,1,5,15,2,2
g4521,4,8,4,5,17,1,2
g4520,4,4,3,8,1,1,0
g5857,4,6,5,17,10,1,2
g5853,4,8,3,6,3,1,2
g4527,4,6,4,7,9,1,1
g5827,4,8,2,6,22,1,3
g5821,4,8,2,6,20,1,2
g5835,4,4,3,12,17,0,1
g4501,4,7,2,5,19,1,1
g5831,4,8,3,12,15,1,3
g4507,4,5,3,6,16,0,1
g4504,4,3,3,10,1,0,0
g33594,6,14,2,11,16,2,4
g33593,5,15,2,10,13,2,4
g33596,4,11,2,5,14,2,2
g33595,4,11,1,5,11,2,2
g33598,4,8,2,6,18,1,1
g33597,5,17,2,5,16,2,4
g33599,5,14,2,5,17,2,3
g5802,4,8,3,8,9,2,1
n6205,1,1,2,3,8,0,0
n6204,1,1,2,3,8,0,0
n6203,1,1,2,3,8,0,0
n6202,1,1,2,6,8,0,0
g33590,4,8,2,5,18,1,2
n6201,1,1,2,2,8,0,0
n6200,1,1,2,3,8,0,0
g33592,3,10,2,10,12,1,3
g33591,5,14,2,6,21,2,3
DFF_24_n1,4,8,1,4,10,1,2
n6209,1,1,2,6,8,0,0
n6208,1,1,2,3,8,0,0
g5808,4,10,3,8,12,1,3
n6207,1,1,2,6,8,0,0
n6206,1,1,2,6,8,0,0
g33583,5,14,2,5,2,2,2
g33582,4,8,2,6,27,1,2
g33585,5,15,2,10,9,2,3
g33584,3,10,2,12,12,1,2
g33587,4,11,1,4,11,2,2
g33586,6,15,2,11,12,2,4
g33589,5,17,2,3,16,2,5
g33588,4,11,2,5,14,2,2
g5813,4,8,6,11,15,1,3
g33581,5,17,2,4,25,2,5
g33580,4,11,2,3,14,2,2
g5817,4,9,4,15,18,1,2
n6227,1,1,2,6,6,0,0
n6226,1,1,2,5,6,0,0
n6225,1,1,2,5,6,0,0
n6224,1,1,2,2,8,0,0
n6223,1,1,2,5,8,0,0
n6222,1,1,2,2,8,0,0
n6221,1,1,2,7,8,0,0
n6220,1,1,2,3,8,0,0
n6229,1,1,2,3,6,0,0
n6228,1,1,2,3,6,0,0
n6216,1,1,2,5,8,0,0
n6215,1,1,2,2,8,0,0
n6214,1,1,2,4,8,0,0
n6213,1,1,2,3,8,0,0
n6212,1,1,2,4,8,0,0
n6211,1,1,2,3,8,0,0
n6210,1,1,2,3,8,0,0
n6219,1,1,2,3,8,0,0
n6218,1,1,2,3,8,0,0
n6217,1,1,2,3,8,0,0
g34882,4,8,1,2,8,1,1
g33550,4,8,2,5,20,1,1
n6241,1,1,2,16,8,0,0
n6240,1,1,2,17,8,0,0
g33552,3,10,2,11,13,1,2
g34880,6,15,2,6,25,4,6
g34881,6,15,2,7,42,4,6
g33551,5,14,2,4,13,2,3
g33554,6,15,2,11,27,2,4
g33553,5,15,2,11,24,2,3
g33556,4,11,2,4,6,2,2
g33555,4,11,1,4,11,2,2
n6249,1,1,3,42,8,0,0
n6248,1,1,3,42,8,0,0
n6247,1,1,3,42,8,0,0
n6246,1,1,3,42,8,0,0
n6245,1,1,3,42,8,0,0
n6244,1,1,3,42,8,0,0
n6243,1,1,3,42,8,0,0
n6242,1,1,3,42,8,0,0
g33558,4,8,2,6,19,1,2
g33557,5,17,2,4,17,2,5
g33559,5,14,2,5,3,2,3
n6230,1,1,4,6,6,0,0
g33541,4,13,1,5,8,2,2
g33540,6,16,2,4,34,3,3
g33543,4,13,1,6,59,2,2
g33542,6,16,2,4,41,3,3
g33545,6,15,2,8,10,2,3
g33544,3,10,2,9,14,1,2
n6238,1,1,2,17,8,0,0
n6237,1,1,2,19,8,0,0
n6236,1,1,2,19,8,0,0
n6235,1,1,2,9,6,0,0
n6234,1,1,2,3,6,0,0
n6233,1,1,2,3,6,0,0
n6232,1,1,2,3,6,0,0
n6231,1,1,2,6,6,0,0
n6239,1,1,2,15,8,0,0
