Netlist,LOFi1,LOFi2
g16744,4,8
g6187,4,8
g3913,4,6
g3917,4,10
n1943,1,2
n1942,1,2
n1941,1,2
n1940,1,2
g6195,4,8
n1946,1,2
g6191,4,9
g6159,4,8
g6154,4,10
n1970,1,2
g6163,4,9
g6167,4,8
n1967,1,2
g6173,4,8
n1969,1,2
n1968,1,2
g34597,0,0
g6148,4,8
g34598,4,10
g34599,6,15
DFF_228_n1,4,6
n1987,1,2
n1986,1,2
n1989,1,2
g21292,4,8
g16718,4,8
g8787,4,8
g8786,4,8
g8789,4,4
g8788,4,8
g16722,4,8
g8783,4,8
g8785,4,8
g8784,4,8
g14167,4,8
DFF_477_n1,4,8
g14189,4,6
g16775,4,8
g8719,4,7
g28753,3,9
g14125,4,8
g14147,4,8
g2491,4,9
g34721,3,10
g34722,3,10
g34720,3,10
g2495,4,10
g34725,6,15
g34726,3,9
g34723,3,10
g34724,6,15
g34729,3,9
g34727,3,10
g34728,3,9
g1171,4,7
g1178,4,9
g34719,5,10
DFF_909_n1,4,8
g2472,4,9
g1141,4,8
n5412,4,5
n5413,4,8
g2476,4,9
n5410,4,9
g1146,4,6
n5411,4,5
n5418,4,8
n5419,4,8
n5416,4,5
n5417,4,8
n5414,4,8
n5415,4,3
g2485,4,9
g34732,6,13
g34733,5,10
g34730,3,10
g1152,4,8
g34731,3,9
n5401,4,6
n5402,4,8
g1157,4,8
n5400,4,8
n5409,4,7
n5407,4,9
n5408,4,8
n5405,4,9
n5406,4,9
n5403,4,10
n5404,4,10
g34734,3,10
g34735,3,10
g2453,4,5
n4103,3,9
n5434,4,8
n4104,2,8
n5435,4,8
n4101,4,10
n5432,4,8
g1124,4,8
n4102,3,8
n5433,4,8
g1129,4,4
n5430,4,8
n4100,2,8
n5431,4,6
n4109,2,2
n4107,4,9
n5438,4,8
n4108,2,8
n5439,4,8
n4105,2,4
n5436,4,8
n4106,2,5
n5437,4,8
g2461,4,8
n5423,4,8
n5424,4,8
g2465,4,9
n5421,4,8
g1135,4,8
n5422,4,8
n5420,4,8
n5429,4,8
n5427,4,8
n5428,4,8
n5425,4,8
n5426,4,8
n4125,4,10
n5456,4,9
n4126,3,8
n5457,4,4
n4123,3,9
n5454,4,4
g2433,4,10
n4124,2,8
n5455,4,7
n4121,2,2
n5452,4,8
n4122,4,10
n5453,4,8
g1105,4,8
n5450,4,8
g2437,4,8
n4120,2,8
n5451,4,8
n4129,2,4
n4127,3,9
n5458,4,4
n4128,2,8
n5459,4,8
g2441,4,8
n4114,3,8
n5445,4,8
n4115,3,9
n5446,4,8
n4112,2,8
n5443,4,6
n4113,4,10
n5444,4,8
g2449,4,8
n4110,4,10
n5441,4,8
n4111,3,9
n5442,4,8
n5440,4,6
n4118,2,5
n5449,4,8
n4119,4,9
n4116,2,8
n5447,4,4
n4117,2,4
n5448,4,8
DFF_1234_n1,4,8
n5470,4,10
n4140,2,8
n5471,4,10
n4147,3,9
n5478,4,8
n4148,2,8
n5479,4,10
n4145,2,2
n5476,4,6
n4146,4,10
n5477,4,8
n4143,4,9
n5474,4,10
n4144,2,8
n5475,4,10
n4141,2,4
n5472,4,10
n4142,2,5
n5473,4,10
n4149,4,10
g34794,3,10
g34795,3,10
n5460,4,8
g34792,3,10
g34793,3,10
g34798,3,10
g34799,3,10
g34796,3,10
g34797,3,10
n4136,2,8
n5467,4,6
n4137,4,10
n5468,4,8
n4134,4,10
n5465,4,9
g3752,4,8
n4135,3,9
n5466,4,6
g34790,6,15
n4132,2,8
n5463,4,8
g34791,6,15
n4133,2,2
n5464,4,4
n4130,2,5
n5461,4,8
n4131,4,9
n5462,4,8
g2429,4,8
n4138,3,8
n5469,4,8
n4139,3,9
n4161,2,3
n5492,4,7
n4162,2,6
n5493,4,9
n5490,4,7
n4160,2,8
n5491,4,9
n4169,3,6
n4167,2,3
n5498,4,8
n4168,2,3
n5499,4,8
n4165,2,7
n5496,4,8
n4166,3,9
n5497,4,8
n4163,2,7
n5494,4,7
n4164,2,3
n5495,4,8
g16924,4,8
n4150,3,8
n5481,4,7
n4151,3,9
n5482,4,8
n5480,4,8
n4158,4,9
n5489,4,7
n4159,2,2
n4156,2,8
n5487,4,8
n4157,2,2
n5488,4,10
n4154,2,5
n5485,4,6
n4155,4,9
n5486,4,8
n4152,2,8
n5483,4,8
n4153,2,4
n5484,4,10
g2407,4,8
n4183,2,7
n4184,3,9
n4181,2,7
n4182,2,3
n4180,2,6
g33435,5,17
n4189,2,5
n4187,3,6
g3703,4,10
n4188,2,5
n4185,2,3
n4186,2,3
n4172,3,6
n4173,2,7
n4170,2,5
n4171,2,5
n4178,2,6
n4179,2,3
n4176,2,8
n4177,2,6
n4174,2,4
n4175,2,7
n1907,1,2
n1908,1,2
n1903,1,2
n1905,1,2
n1904,1,2
g34783,2,6
g34781,4,14
g34788,0,0
n1936,1,2
n4194,2,8
n4195,2,6
n4192,2,4
n4193,2,7
n4190,3,6
n4191,2,7
n4198,2,8
n4199,3,12
n4196,2,6
n4197,2,7
n1928,1,2
n1927,1,2
n1835,1,2
n1837,1,2
n4095,4,9
n4096,2,8
n4093,2,4
n4094,2,5
n4091,3,9
n4092,2,8
g14201,4,8
n4090,3,8
n4099,3,9
n4097,2,2
n4098,4,10
n1822,1,2
n1821,1,2
n1824,1,3
n1823,1,2
n1820,1,2
g14217,4,8
g16874,4,8
g6035,4,8
n1855,1,3
n1854,1,2
n1857,1,3
n1856,1,3
n1853,1,3
n1852,1,3
g6040,4,8
n1859,1,3
n1858,1,2
n1844,1,2
n1843,1,2
n1845,1,2
n1840,1,2
n1842,1,2
n1871,1,2
n1870,1,2
n1877,1,2
n1874,1,3
n1860,1,3
n1866,1,2
n1867,1,2
n1862,1,2
n1861,1,3
n1864,1,3
n1863,1,3
g6031,4,8
n1869,1,2
n1891,1,2
n1890,1,2
n1893,1,2
n1880,1,2
n1882,1,2
n1881,1,2
n1888,1,3
n1883,1,2
g1183,4,8
g1189,4,8
g1193,4,8
g1199,4,8
